rp,population,rp_start,rp_end,cont_enrollment,age_grp,gender,state,lob,plantyp,datasource,mm
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,F,EAST NORTH CENTRAL,COM,EPO,OPTUM-SES,20615
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,MI,COMMERCIAL,Non-Cap POS,IBM-MDCR,13
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,MN,COMMERCIAL,Non-Cap POS,IBM-CCAE,1428
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,NH,COMMERCIAL,Non-Cap POS,IBM-CCAE,447
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,CO,COMMERCIAL,CDHP/HDHP,IBM-MDCR,192
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,AL,COMMERCIAL,Others,IBM-CCAE,6
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,CO,COMMERCIAL,Unknown,IBM-CCAE,3223
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,FL,COMMERCIAL,PPO,IBM-MDCR,49329
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,CT,COMMERCIAL,Others,IBM-CCAE,5
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,UN,COMMERCIAL,Unknown,IBM-CCAE,94
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,ID,COMMERCIAL,HMO,IBM-CCAE,1441
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,MD,COMMERCIAL,Unknown,IBM-CCAE,647
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,FL,COMMERCIAL,Others,IBM-CCAE,21191
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,AL,COMMERCIAL,Non-Cap POS,IBM-CCAE,9
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,137690
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,M,PACIFIC,COM,HMO,OPTUM-SES,30643
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,WY,COMMERCIAL,Non-Cap POS,IBM-CCAE,1989
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,CO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,86445
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,F,UNKNOWN,COM,PPO,OPTUM-SES,117
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,MS,COMMERCIAL,Others,IBM-CCAE,20
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,IL,COMMERCIAL,Non-Cap POS,IBM-CCAE,328
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,VT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,238
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,DC,COMMERCIAL,CDHP/HDHP,IBM-MDCR,24
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,OK,COMMERCIAL,Unknown,IBM-CCAE,8
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,SC,COMMERCIAL,Non-Cap POS,IBM-CCAE,14
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,OH,COMMERCIAL,HMO,IBM-MDCR,398
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,NY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,56502
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,MD,COMMERCIAL,Unknown,IBM-CCAE,3745
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,IL,COMMERCIAL,CDHP/HDHP,IBM-MDCR,31
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,TN,COMMERCIAL,HMO,IBM-CCAE,2010
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,CT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4750
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,GA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,379
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,AR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,LA,COMMERCIAL,PPO,IBM-CCAE,68606
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,MA,COMMERCIAL,HMO,IBM-CCAE,37604
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,NJ,COMMERCIAL,HMO,IBM-CCAE,39
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,F,EAST SOUTH CENTRAL,MCR,PPO,OPTUM-SES,78
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,MO,COMMERCIAL,Others,IBM-CCAE,3
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,WA,COMMERCIAL,Unknown,IBM-CCAE,1
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,M,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,476
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,TN,COMMERCIAL,HMO,IBM-CCAE,19
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,UT,COMMERCIAL,HMO,IBM-CCAE,2
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,M,MOUNTAIN,MCR,HMO,OPTUM-SES,2
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,NY,COMMERCIAL,Non-Cap POS,IBM-MDCR,156
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,NM,COMMERCIAL,Non-Cap POS,IBM-CCAE,213
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,AL,COMMERCIAL,Others,IBM-CCAE,483
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,NY,COMMERCIAL,CDHP/HDHP,IBM-MDCR,16
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,WI,COMMERCIAL,Non-Cap POS,IBM-CCAE,691
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,10102
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,ID,COMMERCIAL,CDHP/HDHP,IBM-MDCR,12
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,IA,COMMERCIAL,Others,IBM-CCAE,222
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,IL,COMMERCIAL,Others,IBM-CCAE,1217
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,KS,COMMERCIAL,Others,IBM-CCAE,3427
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,WV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,11352
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,MD,COMMERCIAL,HMO,IBM-CCAE,840
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2719
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,ND,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1796
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,F,MOUNTAIN,COM,IND,OPTUM-SES,43
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,PA,COMMERCIAL,HMO,IBM-CCAE,12680
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,TN,COMMERCIAL,Others,IBM-CCAE,4551
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,OK,COMMERCIAL,CDHP/HDHP,IBM-CCAE,27975
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,NH,COMMERCIAL,Others,IBM-MDCR,64
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,IN,COMMERCIAL,PPO,IBM-CCAE,145
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,OK,COMMERCIAL,HMO,IBM-CCAE,56
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,TN,COMMERCIAL,PPO,IBM-MDCR,204
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,UT,COMMERCIAL,Others,IBM-CCAE,331
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,DC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,OH,COMMERCIAL,Cap POS,IBM-CCAE,2
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,NH,COMMERCIAL,Others,IBM-CCAE,79
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,M,EAST SOUTH CENTRAL,MCR,HMO,OPTUM-SES,23
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,SC,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,PA,COMMERCIAL,Others,IBM-CCAE,397
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,F,SOUTH ATLANTIC,COM,HMO,OPTUM-SES,95996
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,GA,COMMERCIAL,Others,IBM-CCAE,20
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1629
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,NH,COMMERCIAL,Unknown,IBM-CCAE,35
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,MO,COMMERCIAL,Others,IBM-MDCR,72
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,908
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,CA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4598
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,NE,COMMERCIAL,Unknown,IBM-CCAE,48
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,WI,COMMERCIAL,PPO,IBM-CCAE,179
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,MO,COMMERCIAL,Non-Cap POS,IBM-MDCR,96
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,OH,COMMERCIAL,Others,IBM-CCAE,470
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,F,EAST SOUTH CENTRAL,MCR,PPO,OPTUM-SES,51
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,IL,COMMERCIAL,Others,IBM-MDCR,11799
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,IA,COMMERCIAL,Others,IBM-CCAE,8126
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,VA,COMMERCIAL,Others,IBM-CCAE,742
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,HI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,11
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,MO,COMMERCIAL,Non-Cap POS,IBM-CCAE,14160
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,M,EAST NORTH CENTRAL,COM,HMO,OPTUM-SES,15964
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,478
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,29488
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,F,EAST SOUTH CENTRAL,COM,OTH,OPTUM-SES,36
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,SC,COMMERCIAL,PPO,IBM-MDCR,729
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,TX,COMMERCIAL,HMO,IBM-CCAE,23082
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,GA,COMMERCIAL,Cap POS,IBM-CCAE,6
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,NC,COMMERCIAL,Unknown,IBM-CCAE,47
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,SC,COMMERCIAL,Others,IBM-CCAE,11
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,M,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,1382
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,CO,COMMERCIAL,PPO,IBM-CCAE,32564
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,1,UN,COMMERCIAL,HMO,IBM-CCAE,21
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,MN,COMMERCIAL,Unknown,IBM-CCAE,63
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,98465
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,OH,COMMERCIAL,Others,IBM-CCAE,4780
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,M,UNKNOWN,COM,PPO,OPTUM-SES,3386
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,GA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,108
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,NM,COMMERCIAL,HMO,IBM-CCAE,22
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,GA,COMMERCIAL,Non-Cap POS,IBM-CCAE,2884
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,WV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,18
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,96
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,ME,COMMERCIAL,HMO,IBM-CCAE,521
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,DC,COMMERCIAL,Non-Cap POS,IBM-CCAE,819
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,LA,COMMERCIAL,Others,IBM-CCAE,2070
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,PA,COMMERCIAL,Others,IBM-CCAE,1271
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,MA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,746
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,MO,COMMERCIAL,PPO,IBM-CCAE,192413
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,DE,COMMERCIAL,Non-Cap POS,IBM-CCAE,423
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,MT,COMMERCIAL,Others,IBM-MDCR,8
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,IA,COMMERCIAL,PPO,IBM-CCAE,67
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,DC,COMMERCIAL,Non-Cap POS,IBM-CCAE,628
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,NM,COMMERCIAL,Unknown,IBM-CCAE,3
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,2,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4837
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,M,SOUTH ATLANTIC,COM,EPO,OPTUM-SES,32116
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,NM,COMMERCIAL,Others,IBM-CCAE,46
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,TN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4856
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,2,NV,COMMERCIAL,PPO,IBM-CCAE,1
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,OR,COMMERCIAL,Others,IBM-MDCR,30
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,MI,COMMERCIAL,HMO,IBM-CCAE,18106
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,F,WEST NORTH CENTRAL,COM,IND,OPTUM-SES,112
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,NV,COMMERCIAL,Unknown,IBM-CCAE,17
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4194
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,301
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,AR,COMMERCIAL,Unknown,IBM-CCAE,127
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,UN,COMMERCIAL,HMO,IBM-CCAE,424
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,F,WEST NORTH CENTRAL,MCR,PPO,OPTUM-SES,92
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,VA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,3
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,NY,COMMERCIAL,Non-Cap POS,IBM-CCAE,32184
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,1,NY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,11944
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,CA,COMMERCIAL,PPO,IBM-MDCR,9
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,FL,COMMERCIAL,Cap POS,IBM-CCAE,60927
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,M,UNKNOWN,MCR,OTH,OPTUM-SES,3392
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,AL,COMMERCIAL,CDHP/HDHP,IBM-MDCR,230
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,CO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,411
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,UN,COMMERCIAL,Others,IBM-CCAE,12553
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,NJ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,211
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2482
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,312
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,UN,COMMERCIAL,HMO,IBM-CCAE,6086
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,SD,COMMERCIAL,Unknown,IBM-CCAE,194
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,FL,COMMERCIAL,Others,IBM-CCAE,1888
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,KS,COMMERCIAL,Cap POS,IBM-CCAE,1720
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,NJ,COMMERCIAL,PPO,IBM-CCAE,294958
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,M,MIDDLE ATLANTIC,COM,HMO,OPTUM-SES,1038
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3431
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,WY,COMMERCIAL,Others,IBM-CCAE,78
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,145
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,NJ,COMMERCIAL,Others,IBM-MDCR,12
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,CO,COMMERCIAL,Others,IBM-CCAE,1001
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,MT,COMMERCIAL,Others,IBM-CCAE,30
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,SC,COMMERCIAL,Unknown,IBM-CCAE,2521
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,NM,COMMERCIAL,CDHP/HDHP,IBM-CCAE,39
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,M,EAST SOUTH CENTRAL,COM,EPO,OPTUM-SES,370
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,TN,COMMERCIAL,PPO,IBM-MDCR,13591
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,NV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,17815
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,OR,COMMERCIAL,Non-Cap POS,IBM-CCAE,9
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,NJ,COMMERCIAL,PPO,IBM-MDCR,12
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,MO,COMMERCIAL,Others,IBM-CCAE,17
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,FL,COMMERCIAL,Non-Cap POS,IBM-CCAE,6439
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,FL,COMMERCIAL,Others,IBM-MDCR,10
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,SC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,38373
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,VT,COMMERCIAL,Others,IBM-CCAE,19
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,TX,COMMERCIAL,HMO,IBM-MDCR,261
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,NM,COMMERCIAL,CDHP/HDHP,IBM-CCAE,18
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,DC,COMMERCIAL,PPO,IBM-CCAE,1135
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,TN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,864
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,ME,COMMERCIAL,Unknown,IBM-CCAE,72
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,F,NEW ENGLAND,COM,HMO,OPTUM-SES,582
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,AL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,607
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,1,NV,COMMERCIAL,Unknown,IBM-CCAE,2177
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,F,MOUNTAIN,COM,EPO,OPTUM-SES,6
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,NV,COMMERCIAL,Unknown,IBM-CCAE,3210
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,MS,COMMERCIAL,PPO,IBM-CCAE,45
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,DE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,534
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,IA,COMMERCIAL,CDHP/HDHP,IBM-MDCR,36
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,KY,COMMERCIAL,Unknown,IBM-CCAE,138
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,IL,COMMERCIAL,Others,IBM-CCAE,515
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,VA,COMMERCIAL,PPO,IBM-MDCR,20402
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,ME,COMMERCIAL,HMO,IBM-CCAE,4885
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,F,MIDDLE ATLANTIC,COM,PPO,OPTUM-SES,15
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,CT,COMMERCIAL,Cap POS,IBM-CCAE,2796
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,47
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,MN,COMMERCIAL,PPO,IBM-CCAE,114
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,HI,COMMERCIAL,HMO,IBM-MDCR,148
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,OK,COMMERCIAL,Non-Cap POS,IBM-CCAE,2804
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,CT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,18581
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,MO,COMMERCIAL,Non-Cap POS,IBM-CCAE,181
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,WA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,91249
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,M,PACIFIC,COM,HMO,OPTUM-SES,106
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,NJ,COMMERCIAL,Unknown,IBM-MDCR,5
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,NH,COMMERCIAL,HMO,IBM-CCAE,16
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,SC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,33619
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,MS,COMMERCIAL,Non-Cap POS,IBM-CCAE,126
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,2,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,F,WEST NORTH CENTRAL,MCR,OTH,OPTUM-SES,525
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,MA,COMMERCIAL,Unknown,IBM-CCAE,1417
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1480
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,2,WA,COMMERCIAL,Unknown,IBM-CCAE,4
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,NH,COMMERCIAL,Others,IBM-MDCR,18
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,RI,COMMERCIAL,PPO,IBM-CCAE,39
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,2,CO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,27118
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,CT,COMMERCIAL,Others,IBM-CCAE,954
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,105
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,F,EAST NORTH CENTRAL,COM,EPO,OPTUM-SES,11896
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,SC,COMMERCIAL,Others,IBM-MDCR,31
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,MT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3456
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,WI,COMMERCIAL,Cap POS,IBM-CCAE,135
